Depart,Return,Year,Length_days,VID,Passengers
11/17/2013 12:00 PM,11/18/2013 10:00 PM,2013,1.42,111,5
12/05/2013 8:00 AM,12/05/2013 1:30 PM,2013,0.23,122,5
11/18/2013 7:00 AM,11/18/2013 2:00 PM,2013,0.29,124,5
11/22/2013 6:00 AM,11/22/2013 10:00 PM,2013,0.67,112,5
12/05/2013 9:30 AM,12/05/2013 1:00 PM,2013,0.15,112,5
11/18/2013 4:00 PM,11/18/2013 9:00 PM,2013,0.21,095,12
11/18/2013 8:00 AM,11/18/2013 11:00 AM,2013,0.13,122,5
11/19/2013 5:00 AM,11/19/2013 11:45 PM,2013,0.78,122,5
12/09/2013 8:00 AM,12/09/2013 5:00 PM,2013,0.38,124,5
11/25/2013 6:30 AM,11/26/2013 6:00 PM,2013,1.48,132,7
11/21/2013 7:00 AM,11/21/2013 5:00 PM,2013,0.42,111,5
11/25/2013 7:00 AM,11/25/2013 4:00 PM,2013,0.38,122,5
11/26/2013 8:00 AM,11/26/2013 5:00 PM,2013,0.38,122,5
12/03/2013 5:00 PM,12/06/2013 10:00 AM,2013,2.71,113,5
02/22/2014 8:00 AM,02/22/2014 10:00 PM,2014,0.58,095,12
03/08/2014 12:00 PM,03/08/2014 11:00 PM,2014,0.46,094,12
11/20/2013 3:00 PM,11/20/2013 7:00 PM,2013,0.17,125,7
11/26/2013 7:00 AM,11/26/2013 4:00 PM,2013,0.38,112,5
12/02/2013 4:00 AM,12/06/2013 4:00 PM,2013,4.5,111,5
12/09/2013 4:00 AM,12/18/2013 10:00 PM,2013,9.75,112,5
11/25/2013 7:45 AM,11/25/2013 5:00 PM,2013,0.39,111,5
05/06/2014 8:00 AM,05/09/2014 11:00 PM,2014,3.63,131,5
11/20/2013 12:15 PM,11/20/2013 3:30 PM,2013,0.14,111,5
11/25/2013 7:45 AM,11/25/2013 12:00 PM,2013,0.18,113,5
11/22/2013 6:00 AM,11/22/2013 5:00 PM,2013,0.46,131,5
11/25/2013 7:00 AM,11/25/2013 12:00 PM,2013,0.21,124,5
12/02/2013 7:00 AM,12/02/2013 4:00 PM,2013,0.38,124,5
12/06/2013 6:00 AM,12/06/2013 7:00 PM,2013,0.54,122,5
01/08/2014 7:00 AM,01/08/2014 10:00 AM,2014,0.13,125,7
01/22/2014 7:00 AM,01/22/2014 10:00 AM,2014,0.13,095,12
01/23/2014 7:00 AM,01/23/2014 10:00 AM,2014,0.13,125,7
01/28/2014 7:00 AM,01/28/2014 10:00 AM,2014,0.13,082,7
02/05/2014 7:00 AM,02/05/2014 10:00 AM,2014,0.13,125,7
02/11/2014 7:00 AM,02/11/2014 10:00 AM,2014,0.13,094,12
02/12/2014 7:00 AM,02/12/2014 10:00 AM,2014,0.13,132,7
02/19/2014 7:00 AM,02/19/2014 10:00 AM,2014,0.13,125,7
02/25/2014 7:00 AM,02/25/2014 10:00 AM,2014,0.13,082,7
11/25/2013 7:45 AM,11/25/2013 5:00 PM,2013,0.39,111,5
03/05/2014 7:00 AM,03/05/2014 10:00 AM,2014,0.13,125,7
03/11/2014 7:00 AM,03/11/2014 10:00 AM,2014,0.13,082,7
03/18/2014 7:00 AM,03/18/2014 10:00 AM,2014,0.13,131,5
03/19/2014 7:00 AM,03/19/2014 10:00 AM,2014,0.13,125,7
03/25/2014 7:00 AM,03/25/2014 10:00 AM,2014,0.13,082,7
12/02/2013 5:00 AM,12/02/2013 6:00 PM,2013,0.54,112,5
11/29/2013 4:00 PM,11/30/2013 11:00 PM,2013,1.29,121,7
12/02/2013 7:00 AM,12/05/2013 5:00 PM,2013,3.42,125,7
12/09/2013 7:00 AM,12/12/2013 5:00 PM,2013,3.42,123,7
12/12/2013 6:00 AM,12/12/2013 7:00 PM,2013,0.54,122,5
01/27/2014 8:00 AM,01/27/2014 5:00 PM,2014,0.38,094,12
11/27/2013 7:00 AM,11/27/2013 12:00 PM,2013,0.21,112,5
11/25/2013 12:30 PM,11/25/2013 3:30 PM,2013,0.13,113,5
12/02/2013 7:00 AM,12/05/2013 6:00 PM,2013,3.46,121,7
12/09/2013 7:00 AM,12/12/2013 6:00 PM,2013,3.46,132,7
11/27/2013 10:00 AM,11/27/2013 7:00 PM,2013,0.38,131,5
11/26/2013 9:00 AM,11/26/2013 4:00 PM,2013,0.29,082,7
01/29/2014 1:15 PM,01/31/2014 10:00 PM,2014,2.36,122,5
12/12/2013 12:00 PM,12/12/2013 6:00 PM,2013,0.25,124,5
12/13/2013 12:00 PM,12/16/2013 10:00 AM,2013,2.92,122,5
11/27/2013 7:00 AM,11/27/2013 3:00 PM,2013,0.33,082,7
04/02/2014 7:00 AM,04/02/2014 10:00 AM,2014,0.13,125,7
04/03/2014 7:00 AM,04/03/2014 10:00 AM,2014,0.13,121,7
04/08/2014 7:00 AM,04/08/2014 10:00 AM,2014,0.13,082,7
04/15/2014 7:00 AM,04/15/2014 10:00 AM,2014,0.13,124,5
04/16/2014 7:00 AM,04/16/2014 10:00 AM,2014,0.13,095,12
04/22/2014 7:00 AM,04/22/2014 10:00 AM,2014,0.13,082,7
04/28/2014 7:00 AM,04/28/2014 10:00 AM,2014,0.13,095,12
04/30/2014 7:00 AM,04/30/2014 10:00 AM,2014,0.13,125,7
10/05/2014 10:00 AM,10/10/2014 4:00 PM,2014,5.25,095,12
11/12/2014 10:00 AM,11/17/2014 4:00 PM,2014,5.25,095,12
11/27/2013 12:00 PM,11/27/2013 5:00 PM,2013,0.21,122,5
12/02/2013 7:00 AM,12/02/2013 7:00 PM,2013,0.5,113,5
12/04/2013 7:00 AM,12/04/2013 7:00 PM,2013,0.5,124,5
12/09/2013 7:00 AM,12/09/2013 7:00 PM,2013,0.5,122,5
12/11/2013 7:00 AM,12/11/2013 7:00 PM,2013,0.5,113,5
12/02/2013 10:30 AM,12/02/2013 3:30 PM,2013,0.21,095,12
01/09/2014 12:00 PM,01/10/2014 6:00 PM,2014,1.25,125,7
12/06/2013 6:00 AM,12/08/2013 11:00 PM,2013,2.71,124,5
12/18/2013 9:00 AM,12/19/2013 8:00 PM,2013,1.46,122,5
12/06/2013 4:00 PM,12/06/2013 10:00 PM,2013,0.25,095,12
12/03/2013 4:00 AM,12/05/2013 12:00 AM,2013,1.83,122,5
12/03/2013 5:00 AM,12/05/2013 10:00 PM,2013,2.71,111,5
12/16/2013 8:30 AM,12/17/2013 12:00 AM,2013,0.65,112,5
12/03/2013 2:00 PM,12/03/2013 6:00 PM,2013,0.17,082,7
12/11/2013 6:00 AM,12/12/2013 8:00 PM,2013,1.58,112,5
12/04/2013 7:30 AM,12/04/2013 5:00 PM,2013,0.4,123,7
12/04/2013 7:00 AM,12/05/2013 11:00 PM,2013,1.67,082,7
12/12/2013 12:00 PM,12/13/2013 10:00 AM,2013,0.92,125,7
01/09/2014 4:30 AM,01/11/2014 11:45 PM,2014,2.8,112,5
12/16/2013 6:00 AM,12/16/2013 7:00 PM,2013,0.54,111,5
12/09/2013 11:00 AM,12/09/2013 7:00 PM,2013,0.33,112,5
12/05/2013 7:00 AM,12/05/2013 10:00 AM,2013,0.13,112,5
12/05/2013 7:00 AM,12/05/2013 10:00 AM,2013,0.13,132,7
12/09/2013 7:00 AM,12/09/2013 10:00 AM,2013,0.13,112,5
12/12/2013 7:00 AM,12/15/2013 10:00 PM,2013,3.63,113,5
12/11/2013 7:00 AM,12/11/2013 5:00 PM,2013,0.42,111,5
12/05/2013 12:00 PM,12/05/2013 5:00 PM,2013,0.21,123,7
12/05/2013 8:30 AM,12/05/2013 3:00 PM,2013,0.27,131,5
12/13/2013 5:00 AM,12/13/2013 9:00 AM,2013,0.17,112,5
12/05/2013 8:30 AM,12/05/2013 11:00 PM,2013,0.6,122,5
05/06/2014 7:00 AM,05/06/2014 10:00 AM,2014,0.13,082,7
05/12/2014 7:00 AM,05/12/2014 10:00 AM,2014,0.13,095,12
05/13/2014 7:00 AM,05/13/2014 10:00 AM,2014,0.13,124,5
05/13/2014 7:00 AM,05/13/2014 10:00 AM,2014,0.13,125,7
05/14/2014 7:00 AM,05/14/2014 10:00 AM,2014,0.13,131,5
12/12/2013 5:45 AM,12/12/2013 8:00 PM,2013,0.59,131,5
12/09/2013 6:00 AM,12/13/2013 10:00 AM,2013,4.17,082,7
12/07/2013 7:00 AM,12/08/2013 11:45 PM,2013,1.7,095,12
05/20/2014 7:00 AM,05/20/2014 10:00 AM,2014,0.13,082,7
05/22/2014 7:00 AM,05/22/2014 10:00 AM,2014,0.13,112,5
05/26/2014 7:00 AM,05/26/2014 10:00 AM,2014,0.13,113,5
12/10/2013 3:00 AM,12/11/2013 11:00 PM,2013,1.83,124,5
12/13/2013 3:00 AM,12/14/2013 4:00 PM,2013,1.54,124,5
01/09/2014 5:00 AM,01/09/2014 5:00 PM,2014,0.5,122,5
12/10/2013 7:00 AM,12/12/2013 5:00 PM,2013,2.42,072,7
12/13/2013 2:00 PM,12/14/2013 2:00 PM,2013,1,123,7
12/12/2013 7:00 AM,12/12/2013 5:00 PM,2013,0.42,122,5
12/09/2013 11:00 AM,12/11/2013 11:00 PM,2013,2.5,125,7
12/12/2013 5:00 AM,12/12/2013 11:00 PM,2013,0.75,121,7
12/12/2013 7:00 AM,12/12/2013 10:00 AM,2013,0.13,124,5
12/19/2013 7:00 AM,12/19/2013 11:45 PM,2013,0.7,111,5
12/13/2013 2:00 PM,12/14/2013 2:00 PM,2013,1,132,7
12/13/2013 3:00 PM,12/17/2013 10:00 PM,2013,4.29,125,7
12/13/2013 7:00 AM,12/13/2013 1:00 PM,2013,0.25,123,7
12/11/2013 9:00 AM,12/11/2013 3:00 PM,2013,0.25,131,5
12/12/2013 7:00 AM,12/12/2013 3:00 PM,2013,0.33,132,7
12/19/2013 7:00 AM,12/19/2013 5:00 PM,2013,0.42,131,5
02/17/2014 2:30 PM,02/18/2014 6:30 PM,2014,1.17,122,5
12/17/2013 12:00 PM,12/18/2013 2:00 PM,2013,1.08,111,5
12/17/2013 11:00 AM,12/17/2013 5:00 PM,2013,0.25,122,5
12/19/2013 7:00 AM,12/19/2013 12:00 PM,2013,0.21,121,7
12/17/2013 7:00 AM,12/17/2013 5:00 PM,2013,0.42,082,7
12/17/2013 7:00 AM,12/17/2013 5:00 PM,2013,0.42,123,7
01/02/2014 8:00 AM,01/02/2014 1:00 PM,2014,0.21,131,5
12/17/2013 8:00 AM,12/23/2013 10:00 PM,2013,6.58,113,5
12/16/2013 7:00 AM,12/18/2013 11:00 PM,2013,2.67,124,5
12/17/2013 4:00 AM,12/17/2013 9:00 PM,2013,0.71,131,5
12/18/2013 1:00 PM,12/19/2013 1:00 AM,2013,0.5,131,5
12/18/2013 5:00 AM,12/18/2013 11:00 PM,2013,0.75,112,5
01/02/2014 7:00 AM,01/02/2014 5:00 PM,2014,0.42,124,5
12/18/2013 7:00 AM,12/18/2013 4:00 PM,2013,0.38,123,7
12/19/2013 7:00 AM,12/19/2013 11:00 AM,2013,0.17,124,5
12/19/2013 8:00 AM,12/19/2013 3:00 PM,2013,0.29,125,7
12/18/2013 10:45 AM,12/18/2013 3:00 PM,2013,0.18,125,7
01/09/2014 2:00 PM,01/09/2014 11:00 PM,2014,0.38,095,12
01/10/2014 1:00 PM,01/10/2014 11:00 PM,2014,0.42,095,12
12/19/2013 4:00 PM,12/19/2013 10:00 PM,2013,0.25,125,7
05/17/2014 7:00 AM,05/25/2014 9:00 PM,2014,8.58,124,5
05/17/2014 7:00 AM,05/25/2014 9:00 PM,2014,8.58,121,7
05/17/2014 7:00 AM,05/25/2014 9:00 PM,2014,8.58,072,7
03/07/2014 6:30 AM,03/07/2014 4:00 PM,2014,0.4,124,5
05/09/2014 6:30 AM,05/09/2014 4:00 PM,2014,0.4,113,5
01/01/2014 1:00 PM,01/01/2014 5:00 PM,2014,0.17,072,7
05/17/2014 7:00 AM,05/25/2014 9:00 PM,2014,8.58,095,12
12/27/2013 6:00 AM,12/29/2013 11:45 PM,2013,2.74,125,7
01/09/2014 7:00 AM,01/09/2014 5:00 PM,2014,0.42,124,5
01/16/2014 7:00 AM,01/16/2014 5:00 PM,2014,0.42,122,5
01/10/2014 6:00 AM,01/11/2014 7:00 PM,2014,1.54,124,5
12/30/2013 11:00 AM,12/30/2013 4:00 PM,2013,0.21,131,5
01/16/2014 2:00 PM,01/16/2014 7:00 PM,2014,0.21,094,12
01/13/2014 7:00 AM,01/13/2014 7:00 PM,2014,0.5,112,5
01/22/2014 7:00 AM,01/22/2014 7:00 PM,2014,0.5,112,5
01/29/2014 7:00 AM,01/29/2014 7:00 PM,2014,0.5,112,5
01/07/2014 7:00 AM,01/07/2014 7:00 PM,2014,0.5,122,5
01/12/2014 11:00 AM,01/15/2014 6:00 PM,2014,3.29,125,7
01/12/2014 7:00 AM,01/15/2014 10:00 PM,2014,3.63,121,7
01/03/2014 7:00 AM,01/03/2014 2:00 PM,2014,0.29,072,7
01/09/2014 7:00 AM,01/09/2014 5:00 PM,2014,0.42,111,5
01/03/2014 9:00 AM,01/03/2014 11:00 PM,2014,0.58,111,5
01/06/2014 9:00 AM,01/06/2014 4:00 PM,2014,0.29,111,5
01/17/2014 12:00 PM,01/19/2014 9:00 PM,2014,2.38,125,7
01/10/2014 6:00 AM,01/10/2014 9:00 PM,2014,0.63,122,5
01/09/2014 8:00 AM,01/09/2014 2:00 PM,2014,0.25,131,5
01/16/2014 12:00 PM,01/16/2014 6:00 PM,2014,0.25,124,5
01/23/2014 8:00 AM,01/23/2014 2:00 PM,2014,0.25,122,5
02/06/2014 8:00 AM,02/06/2014 2:00 PM,2014,0.25,122,5
02/13/2014 12:00 PM,02/13/2014 6:00 PM,2014,0.25,122,5
02/20/2014 8:00 AM,02/20/2014 2:00 PM,2014,0.25,122,5
02/27/2014 12:00 PM,02/27/2014 10:00 PM,2014,0.42,122,5
03/06/2014 8:00 AM,03/06/2014 2:00 PM,2014,0.25,122,5
03/13/2014 12:00 PM,03/13/2014 6:00 PM,2014,0.25,122,5
03/20/2014 8:00 AM,03/20/2014 2:00 PM,2014,0.25,122,5
03/27/2014 12:00 PM,03/27/2014 6:00 PM,2014,0.25,122,5
04/03/2014 8:00 AM,04/03/2014 2:00 PM,2014,0.25,122,5
04/10/2014 12:00 PM,04/10/2014 6:00 PM,2014,0.25,122,5
01/07/2014 7:00 AM,01/09/2014 11:00 PM,2014,2.67,123,7
04/17/2014 8:00 AM,04/17/2014 2:00 PM,2014,0.25,122,5
04/24/2014 12:00 PM,04/24/2014 6:00 PM,2014,0.25,122,5
05/01/2014 8:00 AM,05/01/2014 2:00 PM,2014,0.25,122,5
05/08/2014 12:00 PM,05/08/2014 6:00 PM,2014,0.25,122,5
01/07/2014 1:00 PM,01/07/2014 4:00 PM,2014,0.13,082,7
01/10/2014 4:00 PM,01/14/2014 11:00 AM,2014,3.79,113,5
01/24/2014 11:00 AM,01/25/2014 11:00 PM,2014,1.5,095,12
01/16/2014 4:00 AM,01/17/2014 8:00 AM,2014,1.17,111,5
01/07/2014 11:00 AM,01/07/2014 4:00 PM,2014,0.21,111,5
01/09/2014 1:00 PM,01/09/2014 5:00 PM,2014,0.17,121,7
01/10/2014 9:00 AM,01/10/2014 4:00 PM,2014,0.29,111,5
01/30/2014 6:00 AM,01/30/2014 6:00 PM,2014,0.5,124,5
01/09/2014 4:00 AM,01/10/2014 2:00 AM,2014,0.92,113,5
01/10/2014 12:00 PM,01/11/2014 5:00 PM,2014,1.21,072,7
01/24/2014 12:00 PM,01/25/2014 8:00 PM,2014,1.33,131,5
01/18/2014 6:00 AM,01/18/2014 8:00 PM,2014,0.58,131,5
01/11/2014 6:00 AM,01/11/2014 5:00 PM,2014,0.46,111,5
01/16/2014 12:00 PM,01/17/2014 9:00 AM,2014,0.88,113,5
01/17/2014 5:00 PM,01/23/2014 9:00 AM,2014,5.67,111,5
01/23/2014 5:00 PM,01/28/2014 10:00 AM,2014,4.71,124,5
01/23/2014 7:00 AM,01/23/2014 5:00 PM,2014,0.42,113,5
01/30/2014 7:00 AM,01/30/2014 5:00 PM,2014,0.42,111,5
02/06/2014 7:00 AM,02/06/2014 5:00 PM,2014,0.42,124,5
02/13/2014 7:00 AM,02/13/2014 5:00 PM,2014,0.42,111,5
02/20/2014 7:00 AM,02/20/2014 5:00 PM,2014,0.42,124,5
02/27/2014 7:00 AM,02/27/2014 5:00 PM,2014,0.42,131,5
01/13/2014 7:00 AM,01/13/2014 4:00 PM,2014,0.38,094,12
01/16/2014 5:00 AM,01/16/2014 6:00 PM,2014,0.54,123,7
03/19/2014 7:00 AM,03/19/2014 5:00 PM,2014,0.42,122,5
01/24/2014 6:00 AM,01/24/2014 8:00 PM,2014,0.58,111,5
01/23/2014 5:30 PM,01/23/2014 9:00 PM,2014,0.15,094,12
02/17/2014 8:00 AM,02/17/2014 5:00 PM,2014,0.38,094,12
01/17/2014 3:00 PM,01/18/2014 1:00 PM,2014,0.92,094,12
01/14/2014 8:00 AM,01/14/2014 2:00 PM,2014,0.25,111,5
01/17/2014 8:00 AM,01/17/2014 5:00 PM,2014,0.38,131,5
01/15/2014 11:00 AM,01/15/2014 11:00 PM,2014,0.5,111,5
01/21/2014 9:00 AM,01/21/2014 6:00 PM,2014,0.38,122,5
02/13/2014 8:00 AM,02/15/2014 5:00 PM,2014,2.38,072,7
01/23/2014 11:00 AM,01/23/2014 1:00 PM,2014,0.08,094,12
01/22/2014 5:00 AM,01/22/2014 7:00 PM,2014,0.58,124,5
01/21/2014 10:00 AM,01/22/2014 10:00 PM,2014,1.5,072,7
01/16/2014 7:00 AM,01/16/2014 6:00 PM,2014,0.46,125,7
01/30/2014 7:00 AM,01/30/2014 6:00 PM,2014,0.46,125,7
02/06/2014 7:00 AM,02/06/2014 10:00 PM,2014,0.63,125,7
02/13/2014 7:00 AM,02/13/2014 6:00 PM,2014,0.46,125,7
02/20/2014 7:00 AM,02/20/2014 6:00 PM,2014,0.46,123,7
02/27/2014 7:00 AM,02/27/2014 6:00 PM,2014,0.46,125,7
03/06/2014 7:00 AM,03/06/2014 6:00 PM,2014,0.46,125,7
03/20/2014 7:00 AM,03/20/2014 6:00 PM,2014,0.46,125,7
03/27/2014 7:00 AM,03/27/2014 11:00 PM,2014,0.67,125,7
04/03/2014 7:00 AM,04/03/2014 6:00 PM,2014,0.46,125,7
04/10/2014 7:00 AM,04/10/2014 6:00 PM,2014,0.46,125,7
04/17/2014 7:00 AM,04/17/2014 6:00 PM,2014,0.46,125,7
04/24/2014 7:00 AM,04/24/2014 11:00 PM,2014,0.67,125,7
02/13/2014 7:00 AM,02/14/2014 9:00 PM,2014,1.58,123,7
02/11/2014 5:00 AM,02/11/2014 5:00 PM,2014,0.5,111,5
02/13/2014 8:00 AM,02/15/2014 5:00 PM,2014,2.38,132,7
01/23/2014 10:00 AM,01/23/2014 7:00 PM,2014,0.38,095,12
01/18/2014 9:00 AM,01/19/2014 6:00 PM,2014,1.38,124,5
02/20/2014 8:00 AM,02/20/2014 5:00 PM,2014,0.38,082,7
02/06/2014 8:00 AM,02/07/2014 7:00 PM,2014,1.46,132,7
01/20/2014 8:00 AM,01/20/2014 10:00 PM,2014,0.58,125,7
01/25/2014 9:00 AM,01/25/2014 11:00 PM,2014,0.58,094,12
02/15/2014 7:00 AM,02/16/2014 10:00 PM,2014,1.63,125,7
02/22/2014 7:00 AM,02/22/2014 10:00 PM,2014,0.63,121,7
04/07/2014 6:00 AM,04/07/2014 7:00 PM,2014,0.54,094,12
04/07/2014 6:00 AM,04/07/2014 7:00 PM,2014,0.54,121,7
02/19/2014 8:30 AM,02/19/2014 5:00 PM,2014,0.35,122,5
04/07/2014 6:00 AM,04/07/2014 7:00 PM,2014,0.54,132,7
03/09/2014 9:00 AM,03/11/2014 9:00 PM,2014,2.5,125,7
02/14/2014 12:00 PM,02/16/2014 8:00 PM,2014,2.33,082,7
01/27/2014 8:00 AM,01/27/2014 6:00 PM,2014,0.42,131,5
01/21/2014 1:00 PM,01/21/2014 5:00 PM,2014,0.17,131,5
01/23/2014 7:00 AM,01/23/2014 5:00 PM,2014,0.42,131,5
01/29/2014 5:00 AM,01/29/2014 7:00 PM,2014,0.58,113,5
01/18/2014 10:00 AM,01/19/2014 6:00 PM,2014,1.33,113,5
02/05/2014 4:00 PM,02/06/2014 8:00 PM,2014,1.17,131,5
04/10/2014 4:00 PM,04/11/2014 9:00 PM,2014,1.21,124,5
02/21/2014 5:00 AM,02/21/2014 11:00 PM,2014,0.75,112,5
01/29/2014 10:30 AM,01/29/2014 6:00 PM,2014,0.31,111,5
03/05/2014 10:30 AM,03/05/2014 6:00 PM,2014,0.31,111,5
04/23/2014 2:30 PM,04/23/2014 7:00 PM,2014,0.19,113,5
04/29/2014 12:00 PM,04/29/2014 9:00 PM,2014,0.38,131,5
04/30/2014 7:00 AM,04/30/2014 8:30 AM,2014,0.06,122,5
03/18/2014 8:00 AM,03/19/2014 11:45 PM,2014,1.66,095,12
01/21/2014 10:30 AM,01/22/2014 11:00 AM,2014,1.02,125,7
01/21/2014 11:00 AM,01/21/2014 2:00 PM,2014,0.13,095,12
01/28/2014 5:00 AM,01/28/2014 7:00 PM,2014,0.58,131,5
01/22/2014 3:00 PM,01/22/2014 7:00 PM,2014,0.17,131,5
01/21/2014 12:00 PM,01/21/2014 3:00 PM,2014,0.13,094,12
01/30/2014 12:00 PM,01/30/2014 8:00 PM,2014,0.33,123,7
01/24/2014 11:00 AM,01/25/2014 11:00 PM,2014,1.5,125,7
02/01/2014 6:00 AM,02/01/2014 6:00 PM,2014,0.5,112,5
01/27/2014 7:45 AM,01/27/2014 5:15 PM,2014,0.4,111,5
01/22/2014 2:30 PM,01/22/2014 11:00 PM,2014,0.35,122,5
01/22/2014 2:30 PM,01/22/2014 3:30 PM,2014,0.04,072,7
01/25/2014 8:00 AM,01/25/2014 11:00 PM,2014,0.63,111,5
01/29/2014 5:00 AM,01/29/2014 6:00 PM,2014,0.54,124,5
02/28/2014 12:00 PM,03/02/2014 11:00 PM,2014,2.46,095,12
01/27/2014 8:00 AM,01/27/2014 4:00 PM,2014,0.33,072,7
01/23/2014 10:00 AM,01/23/2014 5:00 PM,2014,0.29,111,5
03/08/2014 7:00 AM,03/13/2014 3:00 PM,2014,5.33,072,7
01/30/2014 6:00 AM,01/30/2014 5:00 PM,2014,0.46,131,5
03/11/2014 6:00 AM,03/13/2014 11:45 PM,2014,2.74,131,5
01/27/2014 12:00 PM,01/27/2014 9:00 PM,2014,0.38,112,5
03/28/2014 10:00 AM,03/28/2014 11:00 PM,2014,0.54,113,5
02/08/2014 12:00 PM,02/09/2014 7:00 PM,2014,1.29,131,5
02/08/2014 5:30 AM,02/08/2014 9:00 PM,2014,0.65,132,7
01/30/2014 7:00 AM,01/30/2014 5:00 PM,2014,0.42,121,7
01/28/2014 11:00 AM,01/28/2014 5:00 PM,2014,0.25,122,5
01/28/2014 8:00 AM,01/28/2014 12:00 PM,2014,0.17,111,5
01/27/2014 11:00 AM,01/27/2014 5:00 PM,2014,0.25,125,7
01/28/2014 9:00 AM,01/28/2014 5:00 PM,2014,0.33,125,7
01/28/2014 8:00 AM,01/28/2014 7:00 PM,2014,0.46,112,5
02/04/2014 5:00 PM,02/05/2014 5:00 PM,2014,1,113,5
02/12/2014 8:00 AM,02/12/2014 10:00 PM,2014,0.58,122,5
02/04/2014 5:00 PM,02/05/2014 8:00 PM,2014,1.13,111,5
02/26/2014 6:00 AM,02/26/2014 7:00 PM,2014,0.54,095,12
02/17/2014 8:30 AM,02/22/2014 3:00 PM,2014,5.27,111,5
02/02/2014 1:00 PM,02/04/2014 8:00 AM,2014,1.79,112,5
02/03/2014 7:00 AM,02/03/2014 3:30 PM,2014,0.35,124,5
02/24/2014 7:00 AM,02/24/2014 3:30 PM,2014,0.35,121,7
02/10/2014 8:00 AM,02/10/2014 5:00 PM,2014,0.38,094,12
01/28/2014 3:00 PM,01/29/2014 11:00 PM,2014,1.33,121,7
02/21/2014 6:00 AM,02/21/2014 6:00 PM,2014,0.5,122,5
04/11/2014 6:00 AM,04/11/2014 6:00 PM,2014,0.5,122,5
01/31/2014 5:00 PM,02/05/2014 4:00 PM,2014,4.96,121,7
01/31/2014 10:00 AM,01/31/2014 11:00 PM,2014,0.54,095,12
01/28/2014 9:00 AM,01/29/2014 4:00 PM,2014,1.29,072,7
02/06/2014 9:00 AM,02/08/2014 6:00 PM,2014,2.38,124,5
01/30/2014 12:00 PM,01/30/2014 3:45 PM,2014,0.16,113,5
04/11/2014 11:00 AM,04/12/2014 8:00 PM,2014,1.38,131,5
02/03/2014 7:00 AM,02/03/2014 7:00 PM,2014,0.5,131,5
02/11/2014 12:15 PM,02/11/2014 3:30 PM,2014,0.14,113,5
02/05/2014 7:00 AM,02/05/2014 7:00 PM,2014,0.5,112,5
02/12/2014 7:00 AM,02/12/2014 7:00 PM,2014,0.5,112,5
02/19/2014 8:30 AM,02/19/2014 11:30 AM,2014,0.13,113,5
02/18/2014 6:00 AM,02/18/2014 6:00 PM,2014,0.5,112,5
02/26/2014 7:00 AM,02/26/2014 7:00 PM,2014,0.5,112,5
01/31/2014 11:00 AM,02/01/2014 11:00 PM,2014,1.5,132,7
02/07/2014 3:30 PM,02/09/2014 6:00 PM,2014,2.1,111,5
02/05/2014 12:00 PM,02/05/2014 11:00 PM,2014,0.46,124,5
02/27/2014 7:00 AM,02/28/2014 7:00 PM,2014,1.5,124,5
01/31/2014 5:00 PM,01/31/2014 11:00 PM,2014,0.25,094,12
02/21/2014 10:00 AM,02/22/2014 5:00 PM,2014,1.29,124,5
02/12/2014 7:00 AM,02/14/2014 9:00 AM,2014,2.08,124,5
02/07/2014 5:00 PM,02/11/2014 10:00 PM,2014,4.21,112,5
02/12/2014 5:00 AM,02/12/2014 4:00 PM,2014,0.46,113,5
02/19/2014 5:00 AM,02/19/2014 5:00 PM,2014,0.5,124,5
02/12/2014 9:00 AM,02/14/2014 8:00 PM,2014,2.46,111,5
01/30/2014 11:00 AM,01/30/2014 5:00 PM,2014,0.25,112,5
03/20/2014 12:00 AM,03/22/2014 10:00 PM,2014,2.92,094,12
02/25/2014 12:00 PM,02/26/2014 9:00 PM,2014,1.38,125,7
01/31/2014 7:30 AM,01/31/2014 4:00 PM,2014,0.35,124,5
03/18/2014 7:00 AM,03/18/2014 5:00 PM,2014,0.42,122,5
01/31/2014 9:00 AM,01/31/2014 5:00 PM,2014,0.33,131,5
02/05/2014 5:00 PM,02/07/2014 9:00 AM,2014,1.67,123,7
01/31/2014 9:00 AM,01/31/2014 4:00 PM,2014,0.29,125,7
02/13/2014 11:45 AM,02/13/2014 5:00 PM,2014,0.22,112,5
02/14/2014 7:30 AM,02/14/2014 8:30 PM,2014,0.54,125,7
02/06/2014 7:00 AM,02/06/2014 5:00 PM,2014,0.42,111,5
02/05/2014 2:00 PM,02/05/2014 7:00 PM,2014,0.21,122,5
02/12/2014 2:00 PM,02/12/2014 7:00 PM,2014,0.21,125,7
02/19/2014 2:00 PM,02/19/2014 7:00 PM,2014,0.21,112,5
02/26/2014 2:00 PM,02/26/2014 7:00 PM,2014,0.21,111,5
03/05/2014 2:00 PM,03/05/2014 7:00 PM,2014,0.21,112,5
03/26/2014 2:00 PM,03/26/2014 7:00 PM,2014,0.21,111,5
04/02/2014 2:00 PM,04/02/2014 7:00 PM,2014,0.21,111,5
04/09/2014 2:00 PM,04/09/2014 7:00 PM,2014,0.21,111,5
04/16/2014 8:00 AM,04/16/2014 7:00 PM,2014,0.46,111,5
04/23/2014 2:00 PM,04/23/2014 7:00 PM,2014,0.21,111,5
04/30/2014 2:00 PM,04/30/2014 7:00 PM,2014,0.21,111,5
02/13/2014 12:00 PM,02/14/2014 8:00 PM,2014,1.33,113,5
