Depart,Return,Year,Length_days,VID,Passengers
02/22/2010 12:00 PM,02/25/2010 7:00 PM,2010,3.29,062,5
02/17/2010 7:00 AM,02/17/2010 5:00 PM,2010,0.42,071,5
02/26/2010 10:00 AM,02/27/2010 6:00 PM,2010,1.33,071,5
04/29/2010 9:00 AM,04/30/2010 8:00 PM,2010,1.46,072,7
02/17/2010 7:00 AM,02/17/2010 4:00 PM,2010,0.38,093,5
02/20/2010 12:00 PM,02/20/2010 11:45 PM,2010,0.49,053,5
02/17/2010 7:30 AM,02/17/2010 8:00 PM,2010,0.52,072,7
02/19/2010 7:00 AM,02/19/2010 10:00 PM,2010,0.63,051,7
02/23/2010 6:00 AM,02/24/2010 11:00 PM,2010,1.71,092,5
02/18/2010 7:00 AM,02/18/2010 5:00 PM,2010,0.42,066,5
02/19/2010 5:30 AM,02/20/2010 6:30 PM,2010,1.54,064,5
02/25/2010 2:00 PM,02/25/2010 8:00 PM,2010,0.25,065,5
03/31/2010 1:30 PM,03/31/2010 11:00 PM,2010,0.4,094,12
04/08/2010 3:00 PM,04/09/2010 7:00 PM,2010,1.17,094,12
02/19/2010 5:15 PM,02/19/2010 11:00 PM,2010,0.24,092,5
03/15/2010 10:00 AM,03/15/2010 5:00 PM,2010,0.29,066,5
02/25/2010 10:00 AM,02/25/2010 8:00 PM,2010,0.42,066,5
04/24/2010 2:00 PM,04/27/2010 11:00 PM,2010,3.38,093,5
02/26/2010 12:00 PM,02/26/2010 6:00 PM,2010,0.25,062,5
02/23/2010 5:00 PM,02/23/2010 9:00 PM,2010,0.17,095,12
03/19/2010 12:00 PM,03/19/2010 5:00 PM,2010,0.21,051,7
02/20/2010 9:00 AM,02/21/2010 11:00 PM,2010,1.58,092,5
02/25/2010 9:30 AM,02/25/2010 8:00 PM,2010,0.44,046,12
04/02/2010 12:00 PM,04/02/2010 5:00 PM,2010,0.21,094,12
02/25/2010 9:00 AM,02/25/2010 8:00 PM,2010,0.46,062,5
02/22/2010 9:00 AM,02/22/2010 5:00 PM,2010,0.33,051,7
02/24/2010 6:00 AM,02/24/2010 6:00 PM,2010,0.5,071,5
03/06/2010 9:00 AM,03/12/2010 7:00 PM,2010,6.42,082,7
03/02/2010 8:00 AM,03/02/2010 5:00 PM,2010,0.38,053,5
02/24/2010 9:00 AM,02/24/2010 3:00 PM,2010,0.25,066,5
03/05/2010 8:00 AM,03/05/2010 5:00 PM,2010,0.38,065,5
02/24/2010 9:00 AM,02/24/2010 6:00 PM,2010,0.38,072,7
02/26/2010 5:00 AM,02/26/2010 10:00 PM,2010,0.71,094,12
04/12/2010 7:00 AM,04/16/2010 11:00 PM,2010,4.67,063,5
02/25/2010 12:00 PM,02/25/2010 8:00 PM,2010,0.33,072,7
03/06/2010 3:00 PM,03/07/2010 12:00 PM,2010,0.88,095,12
03/13/2010 10:00 AM,03/14/2010 10:00 AM,2010,1,095,12
02/28/2010 7:00 AM,02/28/2010 11:00 PM,2010,0.67,092,5
02/26/2010 8:00 AM,02/26/2010 3:00 PM,2010,0.29,063,5
03/01/2010 8:00 AM,03/01/2010 3:00 PM,2010,0.29,092,5
03/02/2010 6:30 AM,03/02/2010 5:00 PM,2010,0.44,093,5
02/26/2010 1:00 PM,02/26/2010 11:00 PM,2010,0.42,093,5
03/07/2010 3:00 AM,03/07/2010 11:45 PM,2010,0.86,065,5
02/28/2010 10:00 AM,02/28/2010 4:00 PM,2010,0.25,062,5
03/01/2010 7:30 AM,03/01/2010 3:00 PM,2010,0.31,093,5
03/01/2010 6:30 AM,03/01/2010 4:00 PM,2010,0.4,092,5
02/28/2010 6:00 AM,02/28/2010 10:00 PM,2010,0.67,066,5
03/05/2010 11:00 AM,03/06/2010 11:00 PM,2010,1.5,062,5
03/01/2010 1:00 PM,03/01/2010 6:00 PM,2010,0.21,082,7
03/01/2010 4:30 PM,03/03/2010 7:00 PM,2010,2.1,092,5
03/20/2010 7:00 AM,03/20/2010 9:00 PM,2010,0.58,073,12
03/05/2010 1:00 AM,03/09/2010 11:45 PM,2010,4.95,094,12
03/05/2010 1:00 AM,03/09/2010 11:00 PM,2010,4.92,094,12
03/05/2010 1:00 AM,03/09/2010 11:00 PM,2010,4.92,055,7
03/02/2010 7:00 AM,03/03/2010 9:00 PM,2010,1.58,072,7
03/03/2010 8:00 AM,03/03/2010 5:00 PM,2010,0.38,066,5
04/09/2010 8:00 AM,04/11/2010 9:00 PM,2010,2.54,072,7
03/08/2010 4:00 PM,03/09/2010 5:00 PM,2010,1.04,066,5
03/06/2010 8:00 AM,03/06/2010 8:00 PM,2010,0.5,073,12
03/16/2010 12:30 PM,03/16/2010 3:00 PM,2010,0.1,093,5
03/15/2010 7:00 AM,03/15/2010 3:00 PM,2010,0.33,093,5
03/08/2010 4:00 PM,03/09/2010 2:00 PM,2010,0.92,092,5
04/15/2010 7:00 AM,04/15/2010 3:00 PM,2010,0.33,093,5
03/25/2010 7:00 AM,03/25/2010 3:00 PM,2010,0.33,093,5
03/06/2010 6:00 AM,03/07/2010 10:00 PM,2010,1.67,092,5
03/22/2010 5:00 AM,03/23/2010 6:00 PM,2010,1.54,063,5
03/10/2010 9:30 AM,03/10/2010 3:00 PM,2010,0.23,071,5
03/04/2010 12:00 PM,03/04/2010 5:00 PM,2010,0.21,082,7
03/21/2010 1:00 PM,03/24/2010 11:00 PM,2010,3.42,092,5
03/06/2010 7:00 AM,03/06/2010 3:00 PM,2010,0.33,046,12
03/06/2010 10:00 AM,03/06/2010 10:00 PM,2010,0.5,073,12
04/02/2010 7:00 AM,04/03/2010 9:00 PM,2010,1.58,046,12
04/08/2010 8:00 AM,04/11/2010 6:00 PM,2010,3.42,046,12
04/08/2010 8:00 AM,04/11/2010 6:00 PM,2010,3.42,073,12
04/20/2010 6:00 AM,04/26/2010 9:00 PM,2010,6.63,065,5
03/27/2010 7:00 AM,03/27/2010 7:00 PM,2010,0.5,093,5
03/27/2010 7:00 AM,03/27/2010 7:00 PM,2010,0.5,095,12
03/27/2010 7:00 AM,03/27/2010 7:00 PM,2010,0.5,046,12
03/23/2010 11:00 AM,03/23/2010 6:00 PM,2010,0.29,093,5
04/10/2010 3:30 PM,04/11/2010 12:00 AM,2010,0.35,055,7
03/16/2010 3:00 PM,03/18/2010 8:00 PM,2010,2.21,066,5
03/15/2010 11:00 AM,03/17/2010 8:00 PM,2010,2.38,071,5
03/06/2010 5:00 AM,03/08/2010 11:00 PM,2010,2.75,055,7
03/08/2010 7:00 AM,03/08/2010 4:00 PM,2010,0.38,093,5
04/10/2010 3:30 PM,04/11/2010 12:00 AM,2010,0.35,051,7
03/13/2010 8:00 AM,03/14/2010 10:00 PM,2010,1.58,051,7
03/24/2010 7:00 AM,03/24/2010 8:00 PM,2010,0.54,072,7
04/16/2010 7:00 AM,04/16/2010 8:00 PM,2010,0.54,051,7
04/16/2010 7:00 AM,04/16/2010 8:00 PM,2010,0.54,055,7
03/11/2010 6:00 PM,03/11/2010 11:00 PM,2010,0.21,046,12
03/15/2010 8:30 AM,03/15/2010 5:00 PM,2010,0.35,063,5
03/24/2010 2:00 PM,03/26/2010 8:30 PM,2010,2.27,053,5
04/15/2010 3:00 PM,04/16/2010 6:00 PM,2010,1.13,053,5
03/10/2010 11:00 AM,03/10/2010 3:00 PM,2010,0.17,092,5
03/30/2010 7:00 AM,03/30/2010 5:00 PM,2010,0.42,062,5
03/19/2010 8:00 AM,03/19/2010 12:00 PM,2010,0.17,092,5
03/16/2010 8:00 AM,03/16/2010 12:00 PM,2010,0.17,093,5
03/19/2010 10:00 AM,03/19/2010 2:00 PM,2010,0.17,093,5
03/23/2010 12:00 PM,03/24/2010 10:00 PM,2010,1.42,066,5
04/26/2010 11:00 AM,04/28/2010 7:00 PM,2010,2.33,082,7
04/26/2010 11:00 AM,04/28/2010 7:00 PM,2010,2.33,072,7
03/13/2010 7:00 AM,03/13/2010 7:00 PM,2010,0.5,072,7
04/01/2010 7:00 AM,04/03/2010 10:00 PM,2010,2.63,095,12
03/15/2010 7:00 AM,03/15/2010 2:00 PM,2010,0.29,063,5
03/15/2010 9:00 AM,03/15/2010 3:00 PM,2010,0.25,064,5
03/18/2010 7:00 AM,03/18/2010 5:00 PM,2010,0.42,053,5
03/16/2010 11:00 AM,03/16/2010 5:00 PM,2010,0.25,053,5
04/06/2010 7:00 AM,04/06/2010 4:00 PM,2010,0.38,094,12
03/17/2010 7:00 AM,03/17/2010 11:45 PM,2010,0.7,053,5
03/16/2010 7:00 AM,03/16/2010 6:00 PM,2010,0.46,092,5
05/05/2010 6:00 AM,05/07/2010 6:00 PM,2010,2.5,071,5
03/15/2010 2:00 PM,03/15/2010 11:30 PM,2010,0.4,092,5
04/12/2010 11:00 AM,04/12/2010 6:00 PM,2010,0.29,046,12
04/12/2010 11:00 AM,04/12/2010 6:00 PM,2010,0.29,073,12
04/12/2010 11:00 AM,04/12/2010 6:00 PM,2010,0.29,094,12
04/14/2010 7:00 AM,04/14/2010 2:00 PM,2010,0.29,046,12
04/14/2010 7:00 AM,04/14/2010 2:00 PM,2010,0.29,073,12
04/14/2010 7:00 AM,04/14/2010 2:00 PM,2010,0.29,094,12
04/09/2010 8:00 AM,04/09/2010 4:30 PM,2010,0.35,071,5
03/18/2010 9:00 AM,03/18/2010 4:30 PM,2010,0.31,064,5
03/16/2010 9:15 AM,03/16/2010 5:00 PM,2010,0.32,051,7
03/17/2010 9:45 AM,03/17/2010 5:45 PM,2010,0.33,092,5
04/22/2010 8:00 AM,04/25/2010 9:00 PM,2010,3.54,046,12
04/01/2010 9:00 AM,04/03/2010 9:00 PM,2010,2.5,082,7
04/16/2010 8:00 AM,04/18/2010 9:00 PM,2010,2.54,046,12
03/19/2010 12:00 PM,03/20/2010 12:00 PM,2010,1,053,5
03/18/2010 7:30 AM,03/19/2010 5:30 PM,2010,1.42,062,5
03/18/2010 8:00 AM,03/18/2010 8:00 PM,2010,0.5,055,7
03/20/2010 6:30 AM,03/20/2010 8:30 PM,2010,0.58,082,7
03/19/2010 4:00 PM,03/19/2010 11:00 PM,2010,0.29,046,12
03/25/2010 9:00 AM,03/25/2010 6:00 PM,2010,0.38,092,5
04/08/2010 9:00 AM,04/08/2010 7:00 PM,2010,0.42,092,5
03/19/2010 12:00 PM,03/19/2010 4:00 PM,2010,0.17,066,5
03/22/2010 9:00 AM,03/22/2010 4:00 PM,2010,0.29,066,5
03/22/2010 12:00 PM,03/22/2010 3:00 PM,2010,0.13,093,5
03/24/2010 9:00 AM,03/24/2010 9:00 PM,2010,0.5,062,5
03/22/2010 5:00 AM,03/22/2010 8:00 PM,2010,0.63,064,5
03/19/2010 12:00 PM,03/19/2010 4:00 PM,2010,0.17,065,5
03/25/2010 12:00 PM,03/25/2010 6:00 PM,2010,0.25,065,5
03/26/2010 7:00 AM,03/27/2010 11:30 PM,2010,1.69,071,5
04/19/2010 7:00 AM,04/21/2010 6:00 PM,2010,2.46,072,7
04/10/2010 3:30 PM,04/11/2010 12:00 AM,2010,0.35,065,5
04/15/2010 12:00 PM,04/18/2010 5:00 PM,2010,3.21,095,12
03/25/2010 7:00 AM,03/25/2010 5:00 PM,2010,0.42,066,5
03/26/2010 10:00 AM,03/27/2010 10:00 PM,2010,1.5,065,5
03/23/2010 5:00 PM,03/24/2010 7:00 PM,2010,1.08,064,5
03/24/2010 7:00 AM,03/24/2010 11:00 PM,2010,0.67,065,5
04/16/2010 8:00 AM,04/16/2010 11:00 PM,2010,0.63,065,5
03/29/2010 6:15 AM,03/29/2010 8:00 PM,2010,0.57,092,5
04/15/2010 5:00 AM,04/19/2010 8:00 AM,2010,4.13,062,5
04/02/2010 11:00 AM,04/02/2010 5:00 PM,2010,0.25,051,7
03/25/2010 10:00 AM,03/25/2010 4:00 PM,2010,0.25,053,5
04/15/2010 7:30 AM,04/16/2010 7:00 PM,2010,1.48,071,5
04/01/2010 5:30 AM,04/01/2010 6:00 PM,2010,0.52,093,5
04/17/2010 8:00 AM,04/18/2010 12:00 AM,2010,0.67,055,7
04/10/2010 3:30 PM,04/11/2010 12:00 AM,2010,0.35,065,5
05/02/2010 8:00 AM,05/04/2010 8:00 PM,2010,2.5,093,5
03/29/2010 12:00 PM,03/29/2010 9:00 PM,2010,0.38,071,5
04/12/2010 6:00 AM,04/15/2010 11:00 PM,2010,3.71,062,5
04/02/2010 7:00 AM,04/02/2010 6:00 PM,2010,0.46,094,12
04/02/2010 7:00 AM,04/02/2010 8:00 PM,2010,0.54,092,5
04/05/2010 7:30 AM,04/05/2010 6:00 PM,2010,0.44,093,5
03/31/2010 7:00 AM,03/31/2010 5:00 PM,2010,0.42,071,5
04/01/2010 7:00 AM,04/01/2010 5:00 PM,2010,0.42,071,5
03/31/2010 2:30 PM,03/31/2010 3:30 PM,2010,0.04,066,5
04/15/2010 7:00 AM,04/15/2010 6:00 PM,2010,0.46,066,5
03/31/2010 11:30 AM,03/31/2010 5:00 PM,2010,0.23,051,7
04/16/2010 9:00 AM,04/16/2010 1:00 PM,2010,0.17,093,5
04/01/2010 9:00 AM,04/01/2010 5:00 PM,2010,0.33,053,5
04/05/2010 7:00 AM,04/08/2010 7:00 PM,2010,3.5,071,5
04/14/2010 4:00 PM,04/16/2010 10:00 PM,2010,2.25,064,5
04/15/2010 10:30 AM,04/15/2010 12:30 PM,2010,0.08,046,12
04/21/2010 7:00 AM,04/21/2010 7:00 PM,2010,0.5,062,5
04/28/2010 7:00 AM,04/28/2010 7:00 PM,2010,0.5,062,5
04/26/2010 4:00 PM,04/26/2010 9:00 PM,2010,0.21,062,5
04/30/2010 6:00 AM,04/30/2010 6:00 PM,2010,0.5,062,5
04/08/2010 7:00 AM,04/08/2010 4:00 PM,2010,0.38,093,5
04/12/2010 11:00 AM,04/12/2010 6:00 PM,2010,0.29,095,12
04/26/2010 8:00 AM,04/26/2010 8:00 PM,2010,0.5,066,5
04/18/2010 2:00 PM,04/19/2010 7:00 PM,2010,1.21,053,5
04/08/2010 1:30 PM,04/08/2010 3:00 PM,2010,0.06,065,5
04/06/2010 3:15 PM,04/06/2010 5:00 PM,2010,0.07,053,5
04/08/2010 7:00 AM,04/10/2010 11:00 PM,2010,2.67,066,5
04/08/2010 7:00 AM,04/08/2010 3:00 PM,2010,0.33,064,5
04/13/2010 6:00 AM,04/13/2010 11:00 PM,2010,0.71,093,5
04/11/2010 12:00 PM,04/12/2010 10:00 PM,2010,1.42,092,5
04/11/2010 7:00 AM,04/11/2010 11:00 PM,2010,0.67,095,12
04/14/2010 5:00 PM,04/14/2010 11:00 PM,2010,0.25,073,12
04/11/2010 7:00 AM,04/11/2010 11:00 PM,2010,0.67,055,7
04/10/2010 5:00 AM,04/10/2010 6:00 PM,2010,0.54,092,5
04/23/2010 6:30 AM,04/23/2010 6:00 PM,2010,0.48,055,7
04/08/2010 7:00 AM,04/08/2010 11:00 PM,2010,0.67,051,7
04/09/2010 7:00 AM,04/09/2010 11:00 PM,2010,0.67,051,7
05/31/2010 5:00 AM,06/03/2010 11:00 PM,2010,3.75,072,7
04/10/2010 7:00 AM,04/10/2010 11:00 PM,2010,0.67,066,5
04/19/2010 9:00 AM,04/19/2010 3:00 PM,2010,0.25,093,5
04/09/2010 11:00 AM,04/09/2010 6:00 PM,2010,0.29,065,5
04/12/2010 11:30 AM,04/12/2010 6:30 PM,2010,0.29,071,5
07/25/2010 8:00 AM,07/25/2010 10:00 PM,2010,0.58,095,12
07/25/2010 8:00 AM,07/25/2010 10:00 PM,2010,0.58,094,12
07/26/2010 8:00 AM,07/26/2010 10:00 PM,2010,0.58,095,12
07/26/2010 4:00 PM,07/26/2010 10:00 PM,2010,0.25,094,12
07/27/2010 8:00 AM,07/27/2010 10:00 PM,2010,0.58,095,12
07/27/2010 4:00 PM,07/27/2010 10:00 PM,2010,0.25,094,12
07/28/2010 7:00 AM,07/28/2010 10:00 PM,2010,0.63,095,12
07/28/2010 7:00 AM,07/28/2010 10:00 PM,2010,0.63,094,12
07/29/2010 7:00 AM,07/29/2010 10:00 PM,2010,0.63,095,12
07/29/2010 7:00 AM,07/29/2010 10:00 PM,2010,0.63,094,12
04/09/2010 11:45 AM,04/09/2010 2:00 PM,2010,0.09,095,12
04/15/2010 7:00 AM,04/15/2010 5:00 PM,2010,0.42,092,5
04/22/2010 8:00 AM,04/23/2010 11:00 PM,2010,1.63,072,7
04/24/2010 8:00 AM,04/26/2010 11:00 PM,2010,2.63,055,7
04/12/2010 9:00 AM,04/12/2010 1:00 PM,2010,0.17,065,5
04/13/2010 10:00 AM,04/13/2010 12:00 PM,2010,0.08,071,5
04/17/2010 9:30 AM,04/17/2010 10:00 PM,2010,0.52,051,7
05/12/2010 7:00 AM,05/14/2010 8:00 PM,2010,2.54,093,5
04/20/2010 7:00 AM,04/20/2010 11:00 AM,2010,0.17,093,5
04/29/2010 12:00 PM,04/30/2010 6:00 PM,2010,1.25,066,5
04/15/2010 6:00 AM,04/15/2010 1:00 PM,2010,0.29,072,7
04/16/2010 7:00 AM,04/16/2010 6:00 PM,2010,0.46,062,5
05/05/2010 8:00 AM,05/05/2010 2:00 PM,2010,0.25,066,5
04/16/2010 10:00 AM,04/18/2010 9:00 PM,2010,2.46,066,5
04/16/2010 9:00 AM,04/16/2010 1:00 PM,2010,0.17,055,7
05/17/2010 5:00 AM,05/17/2010 10:00 PM,2010,0.71,082,7
04/14/2010 10:30 AM,04/14/2010 5:00 PM,2010,0.27,051,7
04/27/2010 8:00 AM,05/01/2010 9:00 PM,2010,4.54,071,5
04/18/2010 12:00 PM,04/23/2010 5:00 PM,2010,5.21,071,5
04/15/2010 10:30 AM,04/15/2010 7:00 PM,2010,0.35,065,5
04/26/2010 11:30 AM,04/26/2010 4:00 PM,2010,0.19,071,5
04/14/2010 5:15 PM,04/15/2010 5:00 PM,2010,0.99,051,7
04/30/2010 12:00 PM,05/02/2010 12:30 AM,2010,1.52,063,5
04/21/2010 5:00 PM,04/21/2010 11:00 PM,2010,0.25,046,12
04/25/2010 6:00 AM,04/25/2010 7:00 PM,2010,0.54,095,12
04/21/2010 11:00 AM,04/21/2010 9:00 PM,2010,0.42,066,5
04/30/2010 5:00 AM,04/30/2010 8:00 PM,2010,0.63,055,7
04/19/2010 10:00 AM,04/20/2010 7:00 PM,2010,1.38,092,5
04/21/2010 8:00 AM,04/21/2010 6:00 PM,2010,0.42,092,5
04/27/2010 4:00 AM,04/27/2010 9:00 PM,2010,0.71,092,5
04/22/2010 6:00 AM,04/22/2010 7:00 PM,2010,0.54,092,5
04/23/2010 3:00 PM,04/23/2010 11:00 PM,2010,0.33,092,5
04/22/2010 7:30 AM,04/22/2010 2:00 PM,2010,0.27,093,5
04/26/2010 12:00 PM,04/26/2010 9:00 PM,2010,0.38,053,5
05/11/2010 5:00 AM,05/11/2010 7:00 PM,2010,0.58,062,5
04/29/2010 8:00 AM,04/29/2010 1:00 PM,2010,0.21,062,5
04/26/2010 9:00 AM,04/26/2010 3:00 PM,2010,0.25,092,5
04/22/2010 9:00 AM,04/22/2010 5:00 PM,2010,0.33,071,5
04/26/2010 1:00 PM,04/26/2010 11:00 PM,2010,0.42,064,5
04/27/2010 9:00 AM,04/27/2010 5:00 PM,2010,0.33,066,5
05/05/2010 12:00 PM,05/06/2010 12:00 PM,2010,1,053,5
04/29/2010 7:00 AM,04/29/2010 4:00 PM,2010,0.38,064,5
09/16/2010 12:00 PM,09/16/2010 6:00 PM,2010,0.25,095,12
05/17/2010 10:00 AM,05/19/2010 9:00 PM,2010,2.46,094,12
05/02/2010 6:00 AM,05/04/2010 11:00 PM,2010,2.71,072,7
04/23/2010 3:30 PM,04/23/2010 11:00 PM,2010,0.31,095,12
04/29/2010 8:00 AM,04/29/2010 5:00 PM,2010,0.38,063,5
04/29/2010 7:00 AM,04/29/2010 5:00 PM,2010,0.42,065,5
05/03/2010 7:00 AM,05/03/2010 8:00 PM,2010,0.54,062,5
05/06/2010 7:00 AM,05/06/2010 8:00 PM,2010,0.54,062,5
04/28/2010 7:15 AM,04/28/2010 6:00 PM,2010,0.45,092,5
05/23/2010 7:00 AM,05/26/2010 11:00 PM,2010,3.67,071,5
05/01/2010 8:00 AM,05/04/2010 6:00 PM,2010,3.42,055,7
04/29/2010 7:00 AM,04/29/2010 11:00 AM,2010,0.17,092,5
05/05/2010 4:00 AM,05/05/2010 11:00 PM,2010,0.79,092,5
05/06/2010 8:00 AM,05/06/2010 11:45 PM,2010,0.66,066,5
05/01/2010 8:00 AM,05/01/2010 10:00 PM,2010,0.58,046,12
05/24/2010 7:00 AM,05/28/2010 8:00 PM,2010,4.54,055,7
06/16/2010 6:00 AM,06/24/2010 8:00 PM,2010,8.58,065,5
05/18/2010 7:00 AM,05/18/2010 5:00 PM,2010,0.42,095,12
04/29/2010 2:00 PM,05/02/2010 1:00 AM,2010,2.46,092,5
04/30/2010 11:00 AM,04/30/2010 5:00 PM,2010,0.25,064,5
04/30/2010 8:00 AM,05/01/2010 10:00 PM,2010,1.58,065,5
05/05/2010 1:00 AM,05/05/2010 11:00 PM,2010,0.92,093,5
05/05/2010 8:00 AM,05/05/2010 1:00 PM,2010,0.21,064,5
05/02/2010 12:30 PM,05/04/2010 8:00 PM,2010,2.31,092,5
05/03/2010 4:00 PM,05/04/2010 8:00 PM,2010,1.17,071,5
05/04/2010 6:00 AM,05/04/2010 6:00 PM,2010,0.5,064,5
05/10/2010 4:00 AM,05/13/2010 11:00 PM,2010,3.79,066,5
05/06/2010 8:00 AM,05/07/2010 6:00 PM,2010,1.42,094,12
06/09/2010 7:00 AM,06/10/2010 4:00 PM,2010,1.38,046,12
06/17/2010 7:00 AM,06/17/2010 2:00 PM,2010,0.29,095,12
06/16/2010 7:00 AM,06/16/2010 2:00 PM,2010,0.29,095,12
06/23/2010 7:00 AM,06/23/2010 2:00 PM,2010,0.29,046,12
06/30/2010 7:00 AM,06/30/2010 2:00 PM,2010,0.29,095,12
06/09/2010 7:00 AM,06/10/2010 4:00 PM,2010,1.38,095,12
06/16/2010 7:00 AM,06/16/2010 2:00 PM,2010,0.29,094,12
06/23/2010 7:00 AM,06/23/2010 2:00 PM,2010,0.29,073,12
06/30/2010 7:00 AM,06/30/2010 2:00 PM,2010,0.29,094,12
05/06/2010 8:00 AM,05/06/2010 11:00 PM,2010,0.63,093,5
05/11/2010 9:30 AM,05/11/2010 7:00 PM,2010,0.4,092,5
05/06/2010 8:00 AM,05/08/2010 10:00 PM,2010,2.58,092,5
05/04/2010 3:00 PM,05/04/2010 11:00 PM,2010,0.33,063,5
05/05/2010 7:45 AM,05/05/2010 12:30 PM,2010,0.2,063,5
05/08/2010 9:00 AM,05/08/2010 9:00 PM,2010,0.5,093,5
05/12/2010 12:00 PM,05/12/2010 11:45 PM,2010,0.49,092,5
05/19/2010 12:00 PM,05/19/2010 11:45 PM,2010,0.49,092,5
05/26/2010 12:00 PM,05/26/2010 11:45 PM,2010,0.49,092,5
05/05/2010 9:15 AM,05/05/2010 2:00 PM,2010,0.2,062,5
05/12/2010 7:00 AM,05/12/2010 5:00 PM,2010,0.42,071,5
05/19/2010 7:00 AM,05/19/2010 5:00 PM,2010,0.42,093,5
05/26/2010 7:00 AM,05/26/2010 5:00 PM,2010,0.42,093,5
06/02/2010 7:00 AM,06/02/2010 5:00 PM,2010,0.42,093,5
06/16/2010 7:00 AM,06/16/2010 5:00 PM,2010,0.42,093,5
06/23/2010 7:00 AM,06/23/2010 5:00 PM,2010,0.42,093,5
07/07/2010 7:00 AM,07/07/2010 5:00 PM,2010,0.42,093,5
07/21/2010 7:00 AM,07/21/2010 5:00 PM,2010,0.42,093,5
07/28/2010 7:00 AM,07/28/2010 5:00 PM,2010,0.42,093,5
08/04/2010 7:00 AM,08/04/2010 5:00 PM,2010,0.42,093,5
08/11/2010 7:00 AM,08/11/2010 5:00 PM,2010,0.42,093,5
08/18/2010 7:00 AM,08/18/2010 5:00 PM,2010,0.42,093,5
08/25/2010 7:00 AM,08/25/2010 9:00 PM,2010,0.58,093,5
05/31/2010 6:00 AM,06/03/2010 11:00 PM,2010,3.71,092,5
05/08/2010 8:00 AM,05/08/2010 2:00 PM,2010,0.25,082,7
06/27/2010 9:00 AM,07/02/2010 11:00 PM,2010,5.58,092,5
05/16/2010 4:00 PM,05/20/2010 5:00 PM,2010,4.04,064,5
06/03/2010 9:00 AM,06/05/2010 8:00 PM,2010,2.46,093,5
07/14/2010 8:00 AM,07/17/2010 4:00 PM,2010,3.33,072,7
05/13/2010 3:30 PM,05/14/2010 8:00 PM,2010,1.19,071,5
05/10/2010 8:00 AM,05/10/2010 2:00 PM,2010,0.25,046,12
06/14/2010 6:00 AM,06/18/2010 6:00 PM,2010,4.5,082,7
05/11/2010 7:00 AM,05/11/2010 12:00 PM,2010,0.21,093,5
05/07/2010 5:30 PM,05/10/2010 4:00 PM,2010,2.94,072,7
05/12/2010 7:00 AM,05/12/2010 7:00 PM,2010,0.5,062,5
03/02/2011 8:00 AM,03/07/2011 5:00 PM,2011,5.38,095,12
05/13/2010 7:00 AM,05/13/2010 5:00 PM,2010,0.42,092,5
05/13/2010 12:00 PM,05/13/2010 6:00 PM,2010,0.25,062,5
05/14/2010 9:00 AM,05/14/2010 5:00 PM,2010,0.33,064,5
05/17/2010 12:00 PM,05/17/2010 11:45 PM,2010,0.49,093,5
05/24/2010 12:00 PM,05/24/2010 11:45 PM,2010,0.49,092,5
05/14/2010 6:00 AM,05/14/2010 10:00 PM,2010,0.67,092,5
05/13/2010 5:00 AM,05/13/2010 7:00 PM,2010,0.58,063,5
05/13/2010 8:00 AM,05/14/2010 12:00 AM,2010,0.67,072,7
05/13/2010 9:15 AM,05/14/2010 11:00 AM,2010,1.07,046,12
05/14/2010 1:00 PM,05/14/2010 4:00 PM,2010,0.13,073,12
05/14/2010 1:00 PM,05/14/2010 5:00 PM,2010,0.17,055,7
05/25/2010 7:00 AM,05/25/2010 5:00 PM,2010,0.42,066,5
05/18/2010 9:00 AM,05/18/2010 3:00 PM,2010,0.25,063,5
05/17/2010 7:00 AM,05/17/2010 7:00 PM,2010,0.5,092,5
05/15/2010 7:00 AM,05/16/2010 11:00 PM,2010,1.67,072,7
05/17/2010 7:00 AM,05/17/2010 3:30 PM,2010,0.35,095,12
05/19/2010 7:00 AM,05/19/2010 8:00 PM,2010,0.54,082,7
05/18/2010 7:00 AM,05/18/2010 8:00 PM,2010,0.54,082,7
05/26/2010 8:00 AM,05/26/2010 5:00 PM,2010,0.38,062,5
05/19/2010 7:00 AM,05/19/2010 6:00 PM,2010,0.46,072,7
05/18/2010 7:00 AM,05/21/2010 4:00 PM,2010,3.38,046,12
05/21/2010 10:00 AM,05/23/2010 11:00 PM,2010,2.54,092,5
05/20/2010 9:00 AM,05/20/2010 4:00 PM,2010,0.29,062,5
05/21/2010 9:00 AM,05/21/2010 4:00 PM,2010,0.29,062,5
05/26/2010 6:00 AM,05/26/2010 10:00 PM,2010,0.67,072,7
05/18/2010 1:00 PM,05/20/2010 2:00 PM,2010,2.04,053,5
05/20/2010 8:00 AM,05/20/2010 3:00 PM,2010,0.29,082,7
05/19/2010 7:00 AM,05/21/2010 4:00 PM,2010,2.38,051,7
05/20/2010 7:00 AM,05/20/2010 5:00 PM,2010,0.42,066,5
05/20/2010 8:00 AM,05/20/2010 5:00 PM,2010,0.38,092,5
05/20/2010 9:30 AM,05/20/2010 11:45 PM,2010,0.59,093,5
05/25/2010 5:00 AM,05/25/2010 7:00 PM,2010,0.58,093,5
05/26/2010 11:00 AM,05/26/2010 9:00 PM,2010,0.42,082,7
05/24/2010 9:00 AM,05/24/2010 4:00 PM,2010,0.29,053,5
05/25/2010 8:00 AM,05/25/2010 6:00 PM,2010,0.42,053,5
