Country,Region,Indicator,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Ireland,Europe,CO2_emissions,3.952726791,4.377964877,4.626338041,4.718965523,4.964723099,4.772847809,5.231136458,5.655047288,6.112609971,6.313294461,6.564577902,7.518940192,7.261912179,7.407792738,7.427501195,6.914247464,6.885427958,7.180491439,7.080434952,8.118213561,7.693307548,7.541085143,7.329160881,7.323345582,7.22723581,7.553554723,8.058782831,8.530299088,8.465951139,8.549696683,8.891027651,8.89089803,8.71812007,8.74540281,9.099106057,9.132847914,9.597180489,9.913613438,10.38755637,10.69008513,10.83667002,11.38728269,11.09347735,10.80963343,10.76605142,10.45998114,10.13026328,10.16503468,9.527000515,8.891436541,8.810150532,7.880759326,,,,
Ireland,Europe,Life_expectancy,69.6917561,69.90412195,70.08797561,70.24980488,70.39458537,70.52529268,70.64141463,70.7435122,70.83307317,70.91512195,70.99621951,71.08136585,71.17458537,71.28087805,71.40329268,71.54629268,71.71287805,71.90004878,72.1047561,72.32302439,72.54936585,72.77778049,73.00378049,73.22239024,73.43458537,73.64090244,73.84880488,74.06331707,74.28643902,74.51560976,74.74131707,74.95053659,75.1362439,75.29643902,75.43763415,75.57134146,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.89512195,81,81.15365854,
Ireland,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.056796044,0.169686377,0.281141005,0.558377222,1.108386328,2.199301832,4.08825507,8.096010043,10.93380859,17.85046724,23.13881219,25.85,34.31,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,79.69,
Isle of Man,Europe,Total_population,48441,48353,48580,49089,49818,50713,51776,52995,54289,55554,56712,57711,58563,59326,60098,60941,61900,62934,63918,64680,65108,65128,64817,64404,64207,64446,65225,66449,67902,69265,70312,70963,71306,71486,71726,72181,72899,73817,74853,75879,76806,77608,78318,78975,79636,80345,81110,81914,82737,83548,84327,85069,85779,86462,87127,87780
Isle of Man,Europe,CO2_emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,Europe,Life_expectancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.52926829,,,,,,,,77.96585366,,,,,,,,,,,,,
Isle of Man,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Europe,Total_population,50199700,50536350,50879450,51252000,51675350,52112350,52519000,52900500,53235750,53537950,53821850,54073490,54381345,54751406,55110868,55441001,55718260,55955411,56155143,56317749,56433883,56501675,56543548,56564074,56576718,56593071,56596155,56601931,56629288,56671781,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60802085
Italy,Europe,CO2_emissions,2.178444772,2.46455581,2.878496387,3.215100133,3.405053435,3.641502446,4.079440621,4.431482557,4.686612774,5.043311221,5.513392312,5.762318227,6.049321454,6.471435784,6.521514722,6.174325442,6.592316217,6.365348831,6.646489957,6.880001916,6.892484981,6.690421638,6.537992115,6.388587127,6.498251684,6.575619372,6.47489765,6.778406129,6.883012515,7.215357675,7.361704582,7.468379928,7.404168932,7.248012993,7.16667249,7.573033273,7.48906561,7.566965198,7.734648761,7.765755082,7.912673166,7.904432663,7.932323042,8.17175128,8.216487201,8.166090128,8.072145596,7.917347216,7.60176497,6.795651486,6.83837457,6.702557614,,,,
Italy,Europe,Life_expectancy,69.12390244,69.7602439,69.1497561,69.24804878,70.31170732,70.17170732,70.92609756,70.95658537,70.78,70.81195122,71.55878049,71.80682927,72.07536585,72.02634146,72.73439024,72.64731707,72.99195122,73.36463415,73.69317073,74.00268293,73.94317073,74.35390244,74.81463415,74.6402439,75.3895122,75.47073171,75.77073171,76.2195122,76.37073171,76.8195122,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,82.6902439,
Italy,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017544562,0.035063256,0.070053433,0.122462053,0.192304619,0.524412787,1.023289903,2.276737834,4.558519565,14.37841019,23.11087424,27.22211698,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,54.3899983,55.82999799,58.4593,61.96,
Kosovo,Europe,Total_population,947000,966000,994000,1022000,1050000,1078000,1106000,1135000,1163000,1191000,1219000,1247000,1278000,1308000,1339000,1369000,1400000,1430000,1460000,1491000,1521000,1552000,1582000,1614000,1647000,1682000,1717000,1753000,1791000,1827000,1862000,1898000,1932000,1965000,1997000,2029000,2059000,2086000,1966000,1762000,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1790957,1805200,1818117,1812771,1797151
Kosovo,Europe,CO2_emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,Europe,Life_expectancy,,,,,,,,,,,,,,,,,,,,,,65.89756098,66.19756098,66.39756098,66.59756098,66.79756098,66.99756098,67.19756098,67.39756098,67.54878049,67.74878049,67.94878049,68.1,68.24878049,68.4,68.55121951,68.7,68.85121951,68.95121951,66.95121951,67.95121951,67.99756098,67.94390244,68.19512195,68.44634146,68.69512195,68.94634146,69.19756098,69.39756098,69.64878049,69.9,70.14878049,70.49756098,70.79756098,71.09756098,
Kosovo,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Europe,Total_population,2120979,2152681,2181586,2210919,2240623,2265919,2283217,2301220,2323619,2343173,2359164,2376389,2395674,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1978440
Latvia,Europe,CO2_emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.178582111,4.723786228,4.489297992,3.879406742,3.863657008,3.438117254,3.348964054,2.856308477,2.636157209,2.932445222,2.879411196,3.098098957,3.151538008,3.205432466,3.418456092,3.779785259,3.629405756,3.443266443,3.963228139,3.786801437,,,,
Latvia,Europe,Life_expectancy,69.78682927,70.03243902,69.4304878,69.82902439,71.02804878,70.72658537,70.70731707,70.39390244,70.04292683,69.79682927,69.83536585,70.16463415,69.87878049,69.81341463,69.74097561,68.92536585,69.04780488,69.10463415,68.98780488,68.49560976,68.80853659,68.78634146,69.32829268,69.11902439,69.16292683,69.29146341,70.62243902,70.69292683,70.61536585,70.15536585,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.18780488,
Latvia,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.812717072,2.053454712,3.315267886,4.387409055,6.319062083,7.219345808,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83,
Liechtenstein,Europe,Total_population,16504,16894,17298,17722,18170,18647,19156,19691,20235,20765,21266,21726,22153,22562,22984,23435,23926,24444,24963,25447,25869,26221,26514,26768,27009,27259,27523,27799,28091,28405,28745,29111,29503,29921,30365,30833,31327,31842,32357,32843,33282,33663,33995,34290,34569,34852,35141,35431,35721,36004,36276,36537,36791,37040,37286,37531
Liechtenstein,Europe,CO2_emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.966441816,1.95047731,1.527746917,1.617377881,1.405096204,,,,
Liechtenstein,Europe,Life_expectancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.26097561,
Liechtenstein,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,36.51522989,45.11685265,59.47071067,58.80969184,64.00744814,63.37135615,64.21416136,65.08021844,70,75,80,85,89.4077,93.8,95.21,
Lithuania,Europe,Total_population,2778550,2823550,2863350,2898950,2935200,2971450,3008050,3044400,3078850,3107321,3139689,3179041,3213622,3244438,3273894,3301652,3328664,3355036,3379514,3397842,3413202,3432947,3457179,3485192,3514205,3544543,3578914,3616367,3655049,3684255,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2910199
Lithuania,Europe,CO2_emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.985945298,4.750772617,4.746758126,4.46514675,4.367884612,4.290482015,4.563434349,3.885259168,3.4862076,3.722131498,3.837334853,3.781659885,3.947068099,4.211634033,4.371365075,4.564324385,4.598897641,3.925637608,4.319017771,4.537558514,,,,
Lithuania,Europe,Life_expectancy,69.84731707,70.10268293,69.09536585,70.20439024,71.50902439,71.32512195,71.5202439,71.60390244,71.31365854,70.92853659,70.80439024,71.73536585,71.02463415,71.33219512,71.24414634,70.86731707,70.95804878,70.8095122,70.60463415,70.48219512,70.48219512,70.46073171,70.83682927,70.77780488,70.32,70.50121951,72.08073171,71.93463415,71.76219512,71.42536585,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,73.96585366,
Lithuania,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.277421291,0.978422157,1.972063745,2.9230547,6.427067495,7.179356994,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774,67.22998933,68.4529,72.13,
Luxembourg,Europe,Total_population,313970,316845,320750,324100,327750,331500,333895,334995,335850,337500,339171,342421,346600,350450,355050,358950,360731,361358,362007,362856,364150,365225,365525,365622,365998,366706,368355,370750,373450,377100,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569676
Luxembourg,Europe,CO2_emissions,36.6851833,36.58377756,36.01262666,35.32358531,37.54828986,36.81380392,34.80352506,33.91204645,36.53351794,39.0929363,40.53289639,38.55254205,38.93410271,40.43169639,40.5895226,32.99738125,32.82430121,30.24053709,32.7288616,33.41022885,30.28056845,25.81383257,24.23766363,22.67666333,24.39670435,24.99959095,24.45960826,23.38176129,23.90988084,25.613572,26.19765877,27.43143411,26.95725378,27.14211963,25.29153813,20.35302784,20.37000905,18.92729765,17.32046621,17.85476973,18.88551226,19.93273314,21.1057455,21.93071098,24.5990264,24.82464668,24.01285765,22.96492241,22.38547222,20.87712517,21.6351358,20.8978117,,,,
Luxembourg,Europe,Life_expectancy,68.44639024,68.73773171,68.99812195,69.22307317,69.41104878,69.56102439,69.67446341,69.76134146,69.83514634,69.90485366,69.98346341,70.08143902,70.20531707,70.35817073,70.54256098,70.75760976,70.9985122,71.25629268,71.52246341,71.79446341,72.07260976,72.35768293,72.65346341,72.95887805,73.27192683,73.5857561,73.89460976,74.1937561,74.48034146,74.75241463,75.01041463,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.20731707,
Luxembourg,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.153198791,0.302155121,0.496486119,1.590941911,5.551653306,7.142704085,11.74555372,17.3879578,22.88732797,36.16342251,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.02985856,91.94992374,93.7765,94.67,
"Macedonia, FYR",Europe,Total_population,1488664,1507653,1527105,1547445,1569143,1592434,1617797,1644944,1672401,1698140,1720798,1739525,1754954,1768996,1784395,1803009,1825554,1851068,1877687,1902718,1924194,1941445,1954990,1965488,1974069,1981532,1988401,1994368,1998471,1999338,1996227,1988458,1977033,1964924,1956165,1953544,1958303,1969345,1984242,1999362,2012051,2021585,2028706,2033974,2038444,2042894,2047330,2051427,2055266,2058920,2062443,2065888,2069270,2072543,2075625,2078453
"Macedonia, FYR",Europe,CO2_emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.451255998,5.262768433,5.351943727,5.54871147,5.995871936,5.399917231,6.362873581,5.863569979,5.996085586,5.93515682,5.390132429,5.560065173,5.490307313,5.521427935,5.342890985,4.627931191,4.574681817,4.224605133,4.171161094,4.519210141,,,,
"Macedonia, FYR",Europe,Life_expectancy,60.62280488,61.24939024,61.86046341,62.4595122,63.04946341,63.63173171,64.20473171,64.76397561,65.30246341,65.81470732,66.29278049,66.7312439,67.12568293,67.47370732,67.77541463,68.02485366,68.21909756,68.36363415,68.47146341,68.55856098,68.65043902,68.77360976,68.944,69.16904878,69.44663415,69.76365854,70.09495122,70.41295122,70.69763415,70.942,71.14763415,71.32565854,71.49473171,71.67092683,71.86031707,72.06680488,72.29229268,72.52914634,72.77034146,73.01046341,73.24219512,73.4557561,73.64734146,73.8155122,73.9607561,74.08890244,74.20673171,74.32295122,74.44639024,74.57895122,74.72263415,74.8745122,75.03126829,75.18704878,75.34239024,
"Macedonia, FYR",Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.04074384,0.075995734,0.503985009,1.002861666,1.49733026,2.485566316,3.468184608,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06,
Malta,Europe,Total_population,326550,325250,323900,322550,321250,318800,315200,311550,307900,304300,302650,302700,302450,302200,301996,304222,305774,306970,310182,313342,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,357727,361260,364704,367941,370433,372687,375236,377516,379360,381363,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,419455,423374,427364,431333
Malta,Europe,CO2_emissions,1.044345429,0.901952344,1.018925594,1.273303364,1.552410895,1.483823714,1.314628807,1.671365752,2.072289704,2.145008216,2.193051379,2.180574827,2.776468838,2.669556585,2.464936622,2.193772968,2.494443609,2.616128612,3.014633344,2.890608345,3.231041071,3.586735302,4.028211281,3.01770522,4.126294265,3.563982381,4.340964162,5.386307096,5.79625135,6.189700104,6.150148234,5.801971895,5.653875325,7.319842941,6.627570725,5.741551104,6.031525114,6.723491349,5.682394918,6.186419232,5.413532514,6.325824114,5.806537886,6.476880542,6.415248662,6.683221324,6.351303206,6.698844917,6.252313871,5.796405618,6.316495701,6.034321639,,,,
Malta,Europe,Life_expectancy,67.60178049,67.90270732,68.20478049,68.50490244,68.79997561,69.08646341,69.36636585,69.64021951,69.91158537,70.17895122,70.44331707,70.70470732,70.96260976,71.2185122,71.47092683,71.72085366,71.96878049,72.21319512,72.45560976,72.69502439,72.93243902,73.16682927,73.3987561,73.62868293,73.85512195,74.08056098,74.3035122,74.52446341,74.74290244,74.96034146,75.17578049,75.39019512,75.83341463,76.60243902,76.9,77.14146341,77.14146341,77.5902439,77.38780488,77.3,78.2,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,81.74634146,81.74634146,
Malta,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.224995699,1.051527475,3.920605132,6.500783995,7.759798038,13.11370871,17.87784832,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.01982379,68.19987429,68.9138,73.17,
Moldova,Europe,Total_population,2544000,2605000,2664000,2721000,2774000,2825000,2873000,2918000,2960000,3002000,3044000,3088000,3131000,3174000,3215000,3251000,3284000,3312000,3339000,3366000,3396000,3429000,3464000,3500000,3536000,3570000,3602000,3633000,3660000,3681000,3696000,3704000,3706000,3701000,3691000,3675099,3667748,3654208,3652732,3647001,3639592,3631462,3623062,3612874,3603945,3595187,3585209,3576910,3570108,3565604,3562045,3559986,3559519,3558566,3556397,3554150
Moldova,Europe,CO2_emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.658816244,4.222846258,3.275561907,3.045274155,3.141359221,1.942777204,1.716679461,1.234733964,0.965214233,1.022913361,1.100182387,1.187528267,1.263730162,1.361666306,1.393071924,1.30813803,1.337336013,1.276290637,1.385659642,1.398821793,,,,
Moldova,Europe,Life_expectancy,61.81278049,62.17668293,62.54419512,62.9142439,63.28126829,63.63417073,63.95841463,64.24397561,64.48231707,64.67046341,64.80739024,64.89712195,64.95070732,64.97919512,64.98914634,64.98112195,64.94770732,64.89239024,64.82621951,64.76763415,64.75565854,64.8332439,65.02082927,65.31731707,65.70614634,66.14770732,66.58790244,66.97121951,67.25568293,67.42329268,67.46565854,67.39231707,67.24541463,67.06704878,66.88334146,66.72782927,66.62909756,66.59509756,66.63031707,66.73478049,66.89002439,67.06607317,67.23639024,67.38739024,67.5245122,67.67807317,67.89590244,68.20990244,68.63002439,69.14329268,69.70926829,70.27109756,70.7724878,71.17204878,71.45587805,
Moldova,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000825391,0.003457217,0.004643901,0.028128808,0.260818206,0.600695269,1.282846417,1.487812952,3.787242799,7.407544584,10.62939084,14.63027046,19.62064771,20.45,23.39,27.5,32.3,38,43.37,45,46.6,
Monaco,Europe,Total_population,22454,22812,23042,23169,23237,23283,23304,23297,23296,23348,23484,23722,24052,24440,24835,25201,25521,25809,26086,26391,26746,27165,27629,28098,28514,28836,29048,29169,29238,29313,29438,29626,29864,30138,30423,30700,30971,31242,31517,31795,32081,32364,32648,32960,33339,33808,34384,35046,35731,36351,36845,37189,37404,37528,37623,37731
Monaco,Europe,CO2_emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,Europe,Life_expectancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,42.18486345,46.64614236,48.04711717,49.49116892,52.49019668,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4,
Montenegro,Europe,Total_population,480579,491140,502558,513409,521753,526327,526419,522796,517481,513340,512407,515449,521785,530220,538902,546487,552562,557576,562065,566888,572608,579445,587001,594506,600884,605398,607711,608144,607413,606571,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622388
Montenegro,Europe,CO2_emissions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34904381,3.875533515,3.655836006,4.457679397,2.953556075,4.167664361,4.145547583,,,,
Montenegro,Europe,Life_expectancy,63.70560976,64.39178049,65.06190244,65.70290244,66.30826829,66.88439024,67.44717073,68.01219512,68.58809756,69.16958537,69.73982927,70.27602439,70.75841463,71.17526829,71.52385366,71.81107317,72.05026829,72.26397561,72.46804878,72.6697561,72.87219512,73.07034146,73.25570732,73.42185366,73.57109756,73.71134146,73.85514634,74.00687805,74.16390244,74.31797561,74.44336585,74.51041463,74.50065854,74.40860976,74.24221951,74.02221951,73.77878049,73.54904878,73.36385366,73.23863415,73.18204878,73.18792683,73.23904878,73.32117073,73.43378049,73.58429268,73.7855122,74.04063415,74.34543902,74.68782927,75.04529268,75.39131707,75.70507317,75.97019512,76.18070732,
Montenegro,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3500686,27.1,28.9,30.8,32.9,35.1,37.5,35.61154125,56.83878255,60.31,61,
Netherlands,Europe,Total_population,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16936520
Netherlands,Europe,CO2_emissions,6.39917962,6.520357665,7.060853797,7.623924888,7.987673248,8.174053896,8.321531816,8.476054637,8.920252219,9.00064816,10.88580887,10.67681011,11.83880977,12.32545243,11.84534918,11.19687488,12.31905294,11.85592809,12.23297754,13.37862422,12.54494544,11.57815117,9.384833319,9.623180022,10.05639192,10.20925607,9.956978312,10.40360157,9.953506258,10.98402906,10.59447501,10.95929395,10.68378816,10.77817839,10.7465233,10.88713589,11.2778475,10.7529534,10.74801679,10.36596596,10.38308976,10.47389123,10.65248996,10.77366018,10.85205296,10.54068801,10.22316313,10.46844735,10.52945151,10.24561928,10.94931628,10.06448974,,,,
Netherlands,Europe,Life_expectancy,73.39268293,73.65268293,73.32390244,73.33707317,73.70414634,73.56878049,73.51292683,73.80414634,73.61268293,73.5395122,73.58560976,73.8095122,73.72707317,74.14390244,74.53682927,74.49878049,74.64707317,75.22146341,75.14512195,75.60609756,75.74317073,75.93439024,75.98853659,76.16414634,76.23317073,76.28463415,76.2704878,76.70512195,76.8902439,76.73414634,76.87804878,77,77.21707317,76.91658537,77.37512195,77.40463415,77.43560976,77.79439024,77.88292683,77.83658537,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.30487805,
Netherlands,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334386942,0.531496128,1.320008028,1.967087737,3.257308831,6.47315766,9.649069145,14.0655114,22.24382769,39.17600725,43.98435137,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,93.17,
Norway,Europe,Total_population,3581239,3609800,3638918,3666537,3694339,3723168,3753012,3784539,3816486,3847707,3875763,3903039,3933004,3960612,3985258,4007313,4026152,4043205,4058671,4072517,4085620,4099702,4114787,4128432,4140099,4152516,4167354,4186905,4209488,4226901,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5195921
Norway,Europe,CO2_emissions,3.658563698,3.698694388,3.868626059,4.086515969,4.382327935,4.407489804,5.2127318,5.10729497,5.539193646,5.775392981,7.227535069,6.968451763,7.482238767,7.706917012,6.948906194,7.402973015,7.25721632,7.717269592,8.022156267,8.296524729,8.956533647,8.398934849,8.298632226,7.728495225,8.323182368,8.887307839,9.027251585,9.202303133,8.922957139,9.885602951,7.399753105,7.448040374,6.918398209,7.413104295,7.050535983,7.143576412,7.150980432,7.824041913,8.26333284,9.184115647,8.624168024,9.111949684,8.26217746,9.339298181,9.287466436,9.179216926,9.495835691,9.57484966,10.55446109,10.81860557,11.61619323,9.192879069,,,,
Norway,Europe,Life_expectancy,73.5497561,73.5504878,73.44804878,73.07756098,73.59585366,73.72317073,73.99536585,74.06658537,73.94195122,73.66341463,74.08804878,74.17926829,74.34463415,74.44219512,74.75365854,74.81756098,75.0395122,75.38682927,75.41853659,75.41390244,75.67170732,75.86902439,76.01097561,76.06682927,76.22439024,75.91682927,76.24121951,76.08170732,76.2204878,76.5004878,76.53731707,76.98073171,77.18439024,77.15170732,77.6897561,77.73658537,78.1504878,78.14268293,78.32926829,78.28292683,78.63414634,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.75121951,81.75121951,
Norway,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.707299448,1.407395158,2.216365832,2.783990846,4.152450292,6.423220493,18.25031077,20.41788144,22.56011255,40,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,
Poland,Europe,Total_population,29637450,29964000,30308500,30712000,31139450,31444950,31681000,31987155,32294655,32548300,32664300,32783500,33055650,33357200,33678899,34015199,34356300,34689050,34965600,35247217,35574150,35898587,36230481,36571808,36904134,37201885,37456119,37668045,37824487,37961529,38110782,38246193,38363667,38461408,38542652,38594998,38624370,38649660,38663481,38660271,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37999494
Poland,Europe,CO2_emissions,6.740362582,6.922802563,7.15360516,7.528621321,7.807291587,7.862051172,7.975704744,8.105834014,8.548589914,9.022079801,9.320318329,9.554993854,9.981742698,10.07663176,10.29951122,11.0409312,11.6146269,12.0794436,12.35662883,12.55388634,13.05936746,11.42279709,11.65347614,11.54822291,11.75733071,11.98594819,12.10401817,12.35406034,11.79069191,11.16361398,9.666498604,9.455281968,9.246724147,9.184326013,8.664237453,8.918045649,9.210325088,9.042911037,8.416742947,8.166368829,7.822510786,7.876824602,7.711753228,7.911134034,7.973580165,7.929044401,8.364404885,8.250051626,8.273068216,7.81735027,8.334872118,8.335786706,,,,
Poland,Europe,Life_expectancy,67.6804878,67.77804878,67.42682927,68.37560976,68.62926829,69.42926829,69.82682927,69.42439024,70.2195122,69.7195122,69.86829268,69.61219512,70.66585366,70.66341463,71.11707317,70.56097561,70.65609756,70.40243902,70.35121951,70.75121951,70.09756098,71.05121951,71.10243902,71,70.8,70.54878049,70.84878049,70.89756098,71.33170732,71.04390244,70.8902439,70.58780488,71.0902439,71.59512195,71.69512195,71.89268293,72.24634146,72.64634146,72.99756098,73.04390244,73.74878049,74.2,74.49756098,74.59756098,74.84634146,74.99512195,75.14390244,75.24390244,75.54390244,75.69512195,76.24634146,76.69512195,76.74634146,77,77.25365854,
Poland,Europe,Internet_usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005229468,0.052127181,0.129961704,0.389098144,0.647752333,1.295200255,2.073465474,4.102272002,5.45644373,7.285428708,9.900669707,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,
